Date,Price
2014-01-14,851.83
2014-01-15,874.71
2014-01-16,847.37
2014-01-17,828.22
2014-01-18,843.76
2014-01-19,878.68
2014-01-20,871.05
2014-01-21,874.29
2014-01-22,863.95
2014-01-23,854.35
2014-01-24,825.12
2014-01-25,861.85
2014-01-26,880.15
2014-01-27,814.53
2014-01-28,833.94
2014-01-29,837.51
2014-01-30,845.85
2014-01-31,848.29
2014-02-01,853.02
2014-02-02,854.37
2014-02-03,846.9
2014-02-04,842.01
2014-02-05,820.87
2014-02-06,783.62
2014-02-07,703.57
2014-02-08,676.91
2014-02-09,681.94
2014-02-10,679.73
2014-02-11,669.44
2014-02-12,648.38
2014-02-13,598.41
2014-02-14,656.61
2014-02-15,645.43
2014-02-16,610.65
2014-02-17,621.49
2014-02-18,621.22
2014-02-19,617.71
2014-02-20,552.21
2014-02-21,569.04
2014-02-22,604.75
2014-02-23,604.58
2014-02-24,545.32
2014-02-25,534.71
2014-02-26,577.09
2014-02-27,576.7
2014-02-28,543.93
2014-03-01,563.74
2014-03-02,560.3
2014-03-03,661.12
2014-03-04,663.6
2014-03-05,661.79
2014-03-06,658.72
2014-03-07,625.83
2014-03-08,615.24
2014-03-09,633.18
2014-03-10,625.83
2014-03-11,628.95
2014-03-12,631.39
2014-03-13,638.16
2014-03-14,626.71
2014-03-15,633.67
2014-03-16,630.72
2014-03-17,621.22
2014-03-18,613.63
2014-03-19,608.82
2014-03-20,586.59
2014-03-21,570.77
2014-03-22,564.42
2014-03-23,561.35
2014-03-24,586.27
2014-03-25,582.28
2014-03-26,579.07
2014-03-27,478.16
2014-03-28,502.44
2014-03-29,493.18
2014-03-30,461.87
2014-03-31,458.5
2014-04-01,478.72
2014-04-02,437.51
2014-04-03,447.08
2014-04-04,448.88
2014-04-05,464.83
2014-04-06,460.7
2014-04-07,446.22
2014-04-08,450.46
2014-04-09,440.2
2014-04-10,360.84
2014-04-11,420.06
2014-04-12,420.66
2014-04-13,414.95
2014-04-14,457.63
2014-04-15,520.12
2014-04-16,529.16
2014-04-17,494.4
2014-04-18,478.23
2014-04-19,501.55
2014-04-20,497.32
2014-04-21,493.09
2014-04-22,484.43
2014-04-23,486.93
2014-04-24,500.26
2014-04-25,459.61
2014-04-26,456.14
2014-04-27,429.65
2014-04-28,437.06
2014-04-29,444.25
2014-04-30,445.87
2014-05-01,456.27
2014-05-02,446.64
2014-05-03,436.94
2014-05-04,434.06
2014-05-05,429.72
2014-05-06,426.99
2014-05-07,436.96
2014-05-08,435.34
2014-05-09,448.23
2014-05-10,452.71
2014-05-11,436.54
2014-05-12,438.43
2014-05-13,437.41
2014-05-14,441.75
2014-05-15,444.32
2014-05-16,445.01
2014-05-17,446.36
2014-05-18,444.81
2014-05-19,444.31
2014-05-20,485.83
2014-05-21,489.16
2014-05-22,526.06
2014-05-23,519.04
2014-05-24,525.63
2014-05-25,570.09
2014-05-26,581.83
2014-05-27,569.63
2014-05-28,574.45
2014-05-29,565.51
2014-05-30,616.47
2014-05-31,623.26
2014-06-01,629.02
2014-06-02,658.79
2014-06-03,665.73
2014-06-04,636.78
2014-06-05,656.06
2014-06-06,645.56
2014-06-07,652.71
2014-06-08,653.64
2014-06-09,645.34
2014-06-10,649.81
2014-06-11,627.91
2014-06-12,581.8
2014-06-13,597.43
2014-06-14,571.69
2014-06-15,591.97
2014-06-16,588.06
2014-06-17,607.34
2014-06-18,604.88
2014-06-19,592.26
2014-06-20,588.52
2014-06-21,591.03
2014-06-22,598.88
2014-06-23,587.46
2014-06-24,575.07
2014-06-25,562.13
2014-06-26,579.38
2014-06-27,600.86
2014-06-28,591.99
2014-06-29,598.6
2014-06-30,639.36
2014-07-01,635.59
2014-07-02,647.34
2014-07-03,640.69
2014-07-04,626.96
2014-07-05,628.33
2014-07-06,631.71
2014-07-07,617.99
2014-07-08,620.22
2014-07-09,620.55
2014-07-10,615.11
2014-07-11,631.18
2014-07-12,634.48
2014-07-13,627.58
2014-07-14,618.38
2014-07-15,619.36
2014-07-16,615.2
2014-07-17,622.62
2014-07-18,628.22
2014-07-19,625.8
2014-07-20,621.37
2014-07-21,620.01
2014-07-22,618.81
2014-07-23,617.93
2014-07-24,600.01
2014-07-25,599.93
2014-07-26,593.85
2014-07-27,590.95
2014-07-28,584.69
2014-07-29,582.2
2014-07-30,564.37
2014-07-31,581.35
2014-08-01,595.08
2014-08-02,587.29
2014-08-03,585.51
2014-08-04,586.76
2014-08-05,583.11
2014-08-06,583.04
2014-08-07,587.4
2014-08-08,590.53
2014-08-09,588.09
2014-08-10,589.45
2014-08-11,573.31
2014-08-12,568.21
2014-08-13,544.57
2014-08-14,508.55
2014-08-15,496.62
2014-08-16,519.83
2014-08-17,492.95
2014-08-18,460.67
2014-08-19,486.74
2014-08-20,511.93
2014-08-21,516.16
2014-08-22,513.94
2014-08-23,497.22
2014-08-24,508.57
2014-08-25,501.63
2014-08-26,513.47
2014-08-27,510.43
2014-08-28,507.02
2014-08-29,508.42
2014-08-30,501.2
2014-08-31,478.07
2014-09-01,474.13
2014-09-02,475.32
2014-09-03,474.54
2014-09-04,489.09
2014-09-05,480.5
2014-09-06,482.24
2014-09-07,479.48
2014-09-08,472.15
2014-09-09,471.56
2014-09-10,477.53
2014-09-11,476.33
2014-09-12,473.83
2014-09-13,477.09
2014-09-14,474.71
2014-09-15,471.36
2014-09-16,463.74
2014-09-17,454.91
2014-09-18,421.46
2014-09-19,391.94
2014-09-20,406.82
2014-09-21,396.57
2014-09-22,398.89
2014-09-23,435.38
2014-09-24,422.3
2014-09-25,408.8
2014-09-26,401.92
2014-09-27,398.36
2014-09-28,376.2
2014-09-29,374.73
2014-09-30,386.27
2014-10-01,381.33
2014-10-02,371.99
2014-10-03,356.56
2014-10-04,325.49
2014-10-05,319.64
2014-10-06,328.46
2014-10-07,334.09
2014-10-08,352.79
2014-10-09,363.78
2014-10-10,358.69
2014-10-11,359.2
2014-10-12,376.19
2014-10-13,388.38
2014-10-14,398.71
2014-10-15,391.84
2014-10-16,380.08
2014-10-17,380.42
2014-10-18,388.96
2014-10-19,386.59
2014-10-20,379.37
2014-10-21,382.38
2014-10-22,379.1
2014-10-23,355.86
2014-10-24,355.17
2014-10-25,346.11
2014-10-26,351.54
2014-10-27,348.96
2014-10-28,351.9
2014-10-29,333.38
2014-10-30,343.78
2014-10-31,336.8
2014-11-01,325.39
2014-11-02,323.74
2014-11-03,324.23
2014-11-04,328.28
2014-11-05,337.14
2014-11-06,348.23
2014-11-07,341.08
2014-11-08,344.03
2014-11-09,363.31
2014-11-10,365.29
2014-11-11,366.99
2014-11-12,427.24
2014-11-13,417.15
2014-11-14,398.43
2014-11-15,375.13
2014-11-16,388.55
2014-11-17,385.86
2014-11-18,372.38
2014-11-19,377.24
2014-11-20,356.14
2014-11-21,348.86
2014-11-22,352.04
2014-11-23,366.77
2014-11-24,375.24
2014-11-25,375.72
2014-11-26,368.51
2014-11-27,369.14
2014-11-28,375.85
2014-11-29,375.22
2014-11-30,377.09
2014-12-01,378.64
2014-12-02,381.54
2014-12-03,374.97
2014-12-04,369.15
2014-12-05,376.04
2014-12-06,374.02
2014-12-07,374.26
2014-12-08,360.94
2014-12-09,351.27
2014-12-10,344.62
2014-12-11,347.13
2014-12-12,350.94
2014-12-13,347.47
2014-12-14,351.14
2014-12-15,345.1
2014-12-16,326.08
2014-12-17,319.17
2014-12-18,310.75
2014-12-19,317.01
2014-12-20,329.57
2014-12-21,319.24
2014-12-22,330.67
2014-12-23,334.05
2014-12-24,321.88
2014-12-25,318.61
2014-12-26,327.16
2014-12-27,315.17
2014-12-28,316.8
2014-12-29,312.44
2014-12-30,309.87
2014-12-31,319.7
2015-01-01,313.92
2015-01-02,314.59
2015-01-03,279.85
2015-01-04,263.63
2015-01-05,272.95
2015-01-06,285.58
2015-01-07,294.88
2015-01-08,283.25
2015-01-09,288.84
2015-01-10,274.07
2015-01-11,265.37
2015-01-12,267.09
2015-01-13,226.98
2015-01-14,177.28
2015-01-15,210.46
2015-01-16,207.22
2015-01-17,199.62
2015-01-18,209.93
2015-01-19,213.98
2015-01-20,210.48
2015-01-21,225.98
2015-01-22,232.66
2015-01-23,232.97
2015-01-24,247.99
2015-01-25,254.51
2015-01-26,271.95
2015-01-27,262.06
2015-01-28,233.21
2015-01-29,232.4
2015-01-30,226.5
2015-01-31,216.91
2015-02-01,226.4
2015-02-02,237.54
2015-02-03,226.96
2015-02-04,226.73
2015-02-05,216.77
2015-02-06,222.48
2015-02-07,227.33
2015-02-08,222.87
2015-02-09,220.17
2015-02-10,220.08
2015-02-11,219.49
2015-02-12,221.85
2015-02-13,235.79
2015-02-14,257.47
2015-02-15,234.33
2015-02-16,233.56
2015-02-17,243.6
2015-02-18,236.21
2015-02-19,239.83
2015-02-20,243.78
2015-02-21,244.26
2015-02-22,235.53
2015-02-23,238.08
2015-02-24,238.76
2015-02-25,237.25
2015-02-26,236.1
2015-02-27,252.51
2015-02-28,253.53
2015-03-01,258.74
2015-03-02,271.35
2015-03-03,281.45
2015-03-04,271.92
2015-03-05,274.86
2015-03-06,272.21
2015-03-07,275.89
2015-03-08,274.48
2015-03-09,288.52
2015-03-10,290.51
2015-03-11,295.83
2015-03-12,293.87
2015-03-13,284.28
2015-03-14,281.36
2015-03-15,285.34
2015-03-16,290.38
2015-03-17,284.46
2015-03-18,255.37
2015-03-19,259.74
2015-03-20,260.84
2015-03-21,259.62
2015-03-22,267.8
2015-03-23,265.94
2015-03-24,245.44
2015-03-25,246.13
2015-03-26,247.65
2015-03-27,246.58
2015-03-28,252.25
2015-03-29,242.02
2015-03-30,246.85
2015-03-31,243.39
2015-04-01,246.55
2015-04-02,252.26
2015-04-03,253.54
2015-04-04,253.12
2015-04-05,259.95
2015-04-06,254.52
2015-04-07,252.8
2015-04-08,244.36
2015-04-09,243.26
2015-04-10,235.22
2015-04-11,236.12
2015-04-12,235.64
2015-04-13,223.41
2015-04-14,218.27
2015-04-15,223.57
2015-04-16,228.11
2015-04-17,222.23
2015-04-18,222.84
2015-04-19,221.69
2015-04-20,224.31
2015-04-21,235.81
2015-04-22,233.92
2015-04-23,235.56
2015-04-24,230.79
2015-04-25,225.85
2015-04-26,218.81
2015-04-27,228.5
2015-04-28,225.68
2015-04-29,225.98
2015-04-30,236.57
2015-05-01,232.12
2015-05-02,234.9
2015-05-03,240.12
2015-05-04,238.77
2015-05-05,236.55
2015-05-06,230.05
2015-05-07,237.78
2015-05-08,243.39
2015-05-09,240.48
2015-05-10,239.63
2015-05-11,241.85
2015-05-12,240.99
2015-05-13,235.8
2015-05-14,236.74
2015-05-15,237.31
2015-05-16,235.73
2015-05-17,236.1
2015-05-18,232.87
2015-05-19,231.94
2015-05-20,234.25
2015-05-21,235.3
2015-05-22,240.52
2015-05-23,239.03
2015-05-24,241.19
2015-05-25,237.49
2015-05-26,237.33
2015-05-27,237.18
2015-05-28,237.47
2015-05-29,237.1
2015-05-30,233.29
2015-05-31,230
2015-06-01,223.31
2015-06-02,225.75
2015-06-03,225.65
2015-06-04,224.37
2015-06-05,225.04
2015-06-06,225.68
2015-06-07,223.39
2015-06-08,228.65
2015-06-09,229.33
2015-06-10,228.95
2015-06-11,230.02
2015-06-12,230.2
2015-06-13,232.75
2015-06-14,233.85
2015-06-15,237.31
2015-06-16,250.9
2015-06-17,249.17
2015-06-18,248.87
2015-06-19,243.55
2015-06-20,245.26
2015-06-21,244.01
2015-06-22,246.77
2015-06-23,243.99
2015-06-24,240.22
2015-06-25,242.42
2015-06-26,242.64
2015-06-27,250.71
2015-06-28,248.07
2015-06-29,256.49
2015-06-30,262.48
2015-07-01,257.66
2015-07-02,254.35
2015-07-03,255.6
2015-07-04,260.35
2015-07-05,271.02
2015-07-06,268.49
2015-07-07,264.96
2015-07-08,269.65
2015-07-09,268.11
2015-07-10,283.88
2015-07-11,291.69
2015-07-12,309.98
2015-07-13,290.88
2015-07-14,286.19
2015-07-15,283.82
2015-07-16,277.83
2015-07-17,278.49
2015-07-18,274.49
2015-07-19,272.49
2015-07-20,278.41
2015-07-21,275.1
2015-07-22,276.62
2015-07-23,275.63
2015-07-24,287.97
2015-07-25,288.13
2015-07-26,291.64
2015-07-27,292.73
2015-07-28,293.79
2015-07-29,288.77
2015-07-30,287.29
2015-07-31,283.94
2015-08-01,280.04
2015-08-02,281.65
2015-08-03,280.48
2015-08-04,284.5
2015-08-05,281.38
2015-08-06,278.25
2015-08-07,279.03
2015-08-08,260.2
2015-08-09,264.44
2015-08-10,263.76
2015-08-11,270.92
2015-08-12,265.64
2015-08-13,263.34
2015-08-14,264.87
2015-08-15,260.73
2015-08-16,257.67
2015-08-17,256.98
2015-08-18,219
2015-08-19,225.39
2015-08-20,234.69
2015-08-21,231.94
2015-08-22,229.74
2015-08-23,227.59
2015-08-24,209.13
2015-08-25,221.71
2015-08-26,225.38
2015-08-27,224.26
2015-08-28,230.98
2015-08-29,229.76
2015-08-30,228.61
2015-08-31,230.02
2015-09-01,227.35
2015-09-02,228.86
2015-09-03,226.76
2015-09-04,230.09
2015-09-05,234.68
2015-09-06,239.44
2015-09-07,240.02
2015-09-08,243.55
2015-09-09,238.29
2015-09-10,238.59
2015-09-11,240.08
2015-09-12,234.82
2015-09-13,230.33
2015-09-14,230.24
2015-09-15,229.92
2015-09-16,228.8
2015-09-17,232.79
2015-09-18,232.72
2015-09-19,231.24
2015-09-20,230.86
2015-09-21,226.61
2015-09-22,230.52
2015-09-23,229.96
2015-09-24,234.28
2015-09-25,234.84
2015-09-26,234.21
2015-09-27,232.85
2015-09-28,239.34
2015-09-29,236.62
2015-09-30,236.25
2015-10-01,237.57
2015-10-02,237.4
2015-10-03,239.09
2015-10-04,238.69
2015-10-05,240.59
2015-10-06,246.42
2015-10-07,243.27
2015-10-08,242.69
2015-10-09,244.32
2015-10-10,245.33
2015-10-11,247.53
2015-10-12,245.59
2015-10-13,249.94
2015-10-14,252.59
2015-10-15,254.81
2015-10-16,262.94
2015-10-17,271.2
2015-10-18,262.9
2015-10-19,264.42
2015-10-20,270.22
2015-10-21,267.33
2015-10-22,274.41
2015-10-23,277.46
2015-10-24,282.66
2015-10-25,283.07
2015-10-26,286.13
2015-10-27,294.4
2015-10-28,303.89
2015-10-29,313.59
2015-10-30,326
2015-10-31,312.43
2015-11-01,325.08
2015-11-02,359.35
2015-11-03,400.71
2015-11-04,408.74
2015-11-05,387.51
2015-11-06,374.95
2015-11-07,384.8
2015-11-08,373.49
2015-11-09,380.04
2015-11-10,337.93
2015-11-11,312.58
2015-11-12,336.86
2015-11-13,337.29
2015-11-14,333.55
2015-11-15,319.93
2015-11-16,331.59
2015-11-17,335.77
2015-11-18,334.97
2015-11-19,326.31
2015-11-20,321.99
2015-11-21,327.17
2015-11-22,324.34
2015-11-23,323.26
2015-11-24,320.16
2015-11-25,328.98
2015-11-26,353.3
2015-11-27,358.18
2015-11-28,357.66
2015-11-29,371.86
2015-11-30,376.91
2015-12-01,362.73
2015-12-02,359.43
2015-12-03,361.31
2015-12-04,363.48
2015-12-05,388.86
2015-12-06,388.46
2015-12-07,395.86
2015-12-08,418.14
2015-12-09,418.04
2015-12-10,415.25
2015-12-11,453.9
2015-12-12,435.9
2015-12-13,433.54
2015-12-14,443.84
2015-12-15,465.5
2015-12-16,455.37
2015-12-17,455.99
2015-12-18,463.84
2015-12-19,462.23
2015-12-20,442.5
2015-12-21,437.76
2015-12-22,435.5
2015-12-23,442.84
2015-12-24,454.85
2015-12-25,455.31
2015-12-26,417.22
2015-12-27,422.52
2015-12-28,421.26
2015-12-29,432.62
2015-12-30,426.14
2015-12-31,430.05
2016-01-01,434.46
2016-01-02,433.59
2016-01-03,430.36
2016-01-04,433.49
2016-01-05,432.25
2016-01-06,429.46
2016-01-07,458.28
2016-01-08,453.37
2016-01-09,449.14
2016-01-10,448.96
2016-01-11,448.38
2016-01-12,432.88
2016-01-13,432.04
2016-01-14,429.73
2016-01-15,358.77
2016-01-16,387.66
2016-01-17,380.21
2016-01-18,385.84
2016-01-19,377.74
2016-01-20,418.74
2016-01-21,409.94
2016-01-22,381.76
2016-01-23,386.19
2016-01-24,402.61
2016-01-25,390.66
2016-01-26,391.43
2016-01-27,394.63
2016-01-28,379.38
2016-01-29,378.2
2016-01-30,376.94
2016-01-31,367.13
2016-02-01,371.25
2016-02-02,372.88
2016-02-03,368.93
2016-02-04,388.61
2016-02-05,385.34
2016-02-06,375.4
2016-02-07,375.28
2016-02-08,371.1
2016-02-09,373.32
2016-02-10,379.96
2016-02-11,377.72
2016-02-12,383.13
2016-02-13,392.18
2016-02-14,406.74
2016-02-15,399.48
2016-02-16,407.36
2016-02-17,415.56
2016-02-18,421.64
2016-02-19,420.33
2016-02-20,436.52
2016-02-21,438.98
2016-02-22,438.07
2016-02-23,419.98
2016-02-24,424.36
2016-02-25,423.52
2016-02-26,432.06
2016-02-27,432.14
2016-02-28,432.64
2016-02-29,436.61
2016-03-01,433.64
2016-03-02,421.6
2016-03-03,419.47
2016-03-04,407.98
2016-03-05,397.83
2016-03-06,404.55
2016-03-07,412.98
2016-03-08,411.76
2016-03-09,412.62
2016-03-10,416.16
2016-03-11,419.89
2016-03-12,410.13
2016-03-13,412.29
2016-03-14,415.09
2016-03-15,415.38
2016-03-16,416.25
2016-03-17,418.45
2016-03-18,408.04
2016-03-19,408.52
2016-03-20,410.75
2016-03-21,411.42
2016-03-22,416.93
2016-03-23,417.39
2016-03-24,414.34
2016-03-25,415.69
2016-03-26,416.73
2016-03-27,425.38
2016-03-28,422.76
2016-03-29,415.55
2016-03-30,412.69
2016-03-31,415.16
2016-04-01,417.01
2016-04-02,419.69
2016-04-03,419.38
2016-04-04,419.42
2016-04-05,422.65
2016-04-06,421.7
2016-04-07,421.2
2016-04-08,418.09
2016-04-09,418.42
2016-04-10,421.11
2016-04-11,422.99
2016-04-12,425.99
2016-04-13,424.4
2016-04-14,425.11
2016-04-15,429.98
2016-04-16,430.84
2016-04-17,427.86
2016-04-18,429.05
2016-04-19,436.1
2016-04-20,442.16
2016-04-21,451.1
2016-04-22,447.64
2016-04-23,452.58
2016-04-24,460.33
2016-04-25,462.51
2016-04-26,467.8
2016-04-27,445.01
2016-04-28,449.86
2016-04-29,456.35
2016-04-30,449.33
2016-05-01,453.04
2016-05-02,444.51
2016-05-03,450.27
2016-05-04,446.96
2016-05-05,448.53
2016-05-06,460.37
2016-05-07,459.46
2016-05-08,459.44
2016-05-09,461.49
2016-05-10,450.99
2016-05-11,452.11
2016-05-12,454.82
2016-05-13,455.73
2016-05-14,455.75
2016-05-15,457.85
2016-05-16,453.41
2016-05-17,452.75
2016-05-18,453.38
2016-05-19,436.73
2016-05-20,442.95
2016-05-21,443.13
2016-05-22,438.77
2016-05-23,443.73
2016-05-24,445.13
2016-05-25,449.23
2016-05-26,453.82
2016-05-27,473.47
2016-05-28,525.43
2016-05-29,524.08
2016-05-30,532.59
2016-05-31,531.8
2016-06-01,536.42
2016-06-02,538.14
2016-06-03,570.47
2016-06-04,573.45
2016-06-05,574.11
2016-06-06,585.53
2016-06-07,577.86
2016-06-08,583.1
2016-06-09,576.45
2016-06-10,579.13
2016-06-11,611.78
2016-06-12,675.34
2016-06-13,705.62
2016-06-14,685.99
2016-06-15,696.32
2016-06-16,768.24
2016-06-17,747.55
2016-06-18,755.68
2016-06-19,764.04
2016-06-20,727.95
2016-06-21,665.88
2016-06-22,602.89
2016-06-23,625.49
2016-06-24,665.16
2016-06-25,665.33
2016-06-26,630.25
2016-06-27,658.4
2016-06-28,646.3
2016-06-29,639.08
2016-06-30,672.48
2016-07-01,676.52
2016-07-02,703.69
2016-07-03,659.69
2016-07-04,681.63
2016-07-05,668.09
2016-07-06,676.11
2016-07-07,639.76
2016-07-08,664.74
2016-07-09,650.63
2016-07-10,649.96
2016-07-11,649.03
2016-07-12,664.84
2016-07-13,653.93
2016-07-14,659.64
2016-07-15,664.88
2016-07-16,663.54
2016-07-17,679.05
2016-07-18,673.59
2016-07-19,673.84
2016-07-20,666.18
2016-07-21,665.1
2016-07-22,650.82
2016-07-23,654.86
2016-07-24,661.05
2016-07-25,655.13
2016-07-26,651.08
2016-07-27,655.44
2016-07-28,655.63
2016-07-29,656.67
2016-07-30,654.98
2016-07-31,625.88
2016-08-01,607.37
2016-08-02,552.82
2016-08-03,565.26
2016-08-04,578.32
2016-08-05,574.96
2016-08-06,588.42
2016-08-07,592.78
2016-08-08,590.62
2016-08-09,584.76
2016-08-10,592.89
2016-08-11,586.52
2016-08-12,586.03
2016-08-13,585.08
2016-08-14,571.44
2016-08-15,567.2
2016-08-16,576.25
2016-08-17,571.74
2016-08-18,572.5
2016-08-19,573.66
2016-08-20,580.7
2016-08-21,580.69
2016-08-22,584.73
2016-08-23,581.28
2016-08-24,577.99
2016-08-25,575.73
2016-08-26,578.16
2016-08-27,568.67
2016-08-28,573.55
2016-08-29,572.36
2016-08-30,576
2016-08-31,572.33
2016-09-01,571.69
2016-09-02,574.15
2016-09-03,598.38
2016-09-04,608.92
2016-09-05,606.03
2016-09-06,611.07
2016-09-07,614.79
2016-09-08,624.95
2016-09-09,621.8
2016-09-10,622.21
2016-09-11,605.81
2016-09-12,606.31
2016-09-13,606.92
2016-09-14,608.22
2016-09-15,605.21
2016-09-16,606.33
2016-09-17,605.29
2016-09-18,608.7
2016-09-19,608.53
2016-09-20,599.47
2016-09-21,595.8
2016-09-22,595.03
2016-09-23,601.71
2016-09-24,601.34
2016-09-25,599.18
2016-09-26,606.81
2016-09-27,604.76
2016-09-28,603.52
2016-09-29,605.06
2016-09-30,608.44
2016-10-01,613.93
2016-10-02,610.29
2016-10-03,612.34
2016-10-04,609.37
2016-10-05,610.88
2016-10-06,610.9
2016-10-07,616.49
2016-10-08,616.6
2016-10-09,614.62
2016-10-10,617.42
2016-10-11,639.37
2016-10-12,635.08
2016-10-13,635.02
2016-10-14,638.37
2016-10-15,637.37
2016-10-16,639.83
2016-10-17,636.92
2016-10-18,635.51
2016-10-19,628.15
2016-10-20,628.62
2016-10-21,630.15
2016-10-22,652.71
2016-10-23,649.24
2016-10-24,648.4
2016-10-25,652.89
2016-10-26,674.36
2016-10-27,686.52
2016-10-28,688.1
2016-10-29,712.87
2016-10-30,696.35
2016-10-31,697.37
2016-11-01,729.27
2016-11-02,742.46
2016-11-03,687.51
2016-11-04,702.54
2016-11-05,704.16
2016-11-06,712.24
2016-11-07,704.02
2016-11-08,709.15
2016-11-09,721.19
2016-11-10,713.67
2016-11-11,716.56
2016-11-12,703.55
2016-11-13,702.5
2016-11-14,706.39
2016-11-15,711.96
2016-11-16,742.07
2016-11-17,735.41
2016-11-18,749.68
2016-11-19,750.63
2016-11-20,728.61
2016-11-21,736.72
2016-11-22,748.22
2016-11-23,741.6
2016-11-24,736.4
2016-11-25,738.28
2016-11-26,732.82
2016-11-27,728.42
2016-11-28,731.75
2016-11-29,731.76
2016-11-30,742.01
2016-12-01,753.25
2016-12-02,771.41
2016-12-03,764.97
2016-12-04,766.46
2016-12-05,750.71
2016-12-06,758.81
2016-12-07,763.9
2016-12-08,766.75
2016-12-09,770.41
2016-12-10,773.21
2016-12-11,768.62
2016-12-12,777.91
2016-12-13,775.25
2016-12-14,776.64
2016-12-15,775.48
2016-12-16,780.85
2016-12-17,788.58
2016-12-18,788.59
2016-12-19,790.16
2016-12-20,798.78
2016-12-21,833.1
2016-12-22,858.74
2016-12-23,916.79
2016-12-24,894.2
2016-12-25,894.48
2016-12-26,902.55
2016-12-27,931.11
2016-12-28,978.01
2016-12-29,969.62
2016-12-30,960.47
2016-12-31,968.23
2017-01-01,997.69
2017-01-02,1018.05
2017-01-03,1030.82
2017-01-04,1129.87
2017-01-05,1005.81
2017-01-06,895.67
2017-01-07,905.17
2017-01-08,913.52
2017-01-09,899.35
2017-01-10,904.79
2017-01-11,775.98
2017-01-12,802.83
2017-01-13,826.12
2017-01-14,818.64
2017-01-15,822.42
2017-01-16,830.26
2017-01-17,904.45
2017-01-18,884.25
2017-01-19,898.02
2017-01-20,891.62
2017-01-21,920.01
2017-01-22,925.33
2017-01-23,912.69
2017-01-24,885.65
2017-01-25,894.11
2017-01-26,915.1
2017-01-27,918.56
2017-01-28,920.28
2017-01-29,914.04
2017-01-30,920.24
2017-01-31,967.67
2017-02-01,987.35
2017-02-02,1007.79
2017-02-03,1018.11
2017-02-04,1033.65
2017-02-05,1013.99
2017-02-06,1024.61
2017-02-07,1052.54
2017-02-08,1054.34
2017-02-09,988.95
2017-02-10,993.08
2017-02-11,1010
2017-02-12,999.51
2017-02-13,996.86
2017-02-14,1009.25
2017-02-15,1009.12
2017-02-16,1034.08
2017-02-17,1053.12
2017-02-18,1058.41
2017-02-19,1052.82
2017-02-20,1083.24
2017-02-21,1123.66
2017-02-22,1122.19
2017-02-23,1178.38
2017-02-24,1180.92
2017-02-25,1151.58
2017-02-26,1179.97
2017-02-27,1194.28
2017-02-28,1190.89
2017-03-01,1230.02
2017-03-02,1260.92
2017-03-03,1290.79
2017-03-04,1267.68
2017-03-05,1277.68
2017-03-06,1280.87
2017-03-07,1232.43
2017-03-08,1150.48
2017-03-09,1191.81
2017-03-10,1117.02
2017-03-11,1181.64
2017-03-12,1229.5
2017-03-13,1243.24
2017-03-14,1246.31
2017-03-15,1259.6
2017-03-16,1172.91
2017-03-17,1070.13
2017-03-18,970.6
2017-03-19,1017.8
2017-03-20,1041.34
2017-03-21,1115.04
2017-03-22,1037.44
2017-03-23,1029.95
2017-03-24,935.95
2017-03-25,964.69
2017-03-26,965.23
2017-03-27,1040.49
2017-03-28,1044.25
2017-03-29,1040.39
2017-03-30,1037.53
2017-03-31,1079.75
2017-04-01,1089.51
2017-04-02,1098.78
2017-04-03,1147.63
2017-04-04,1143.75
2017-04-05,1135
2017-04-06,1190.6
2017-04-07,1193.02
2017-04-08,1184.82
2017-04-09,1210.05
2017-04-10,1213.34
2017-04-11,1224.77
2017-04-12,1216.5
2017-04-13,1178.53
2017-04-14,1183.44
2017-04-15,1180.7
2017-04-16,1184.79
2017-04-17,1203.73
2017-04-18,1217.6
2017-04-19,1226.94
2017-04-20,1255.4
2017-04-21,1257.13
2017-04-22,1244.37
2017-04-23,1248.22
2017-04-24,1248.32
2017-04-25,1263.54
2017-04-26,1284.84
2017-04-27,1329.19
2017-04-28,1320.05
2017-04-29,1327.04
2017-04-30,1347.96
2017-05-01,1402.08
2017-05-02,1443.68
2017-05-03,1492
2017-05-04,1515.63
2017-05-05,1512.21
2017-05-06,1548.29
2017-05-07,1555.47
2017-05-08,1639.32
2017-05-09,1706.93
2017-05-10,1756.8
2017-05-11,1807.37
2017-05-12,1676.99
2017-05-13,1759.96
2017-05-14,1772.42
2017-05-15,1697.38
2017-05-16,1718.2
2017-05-17,1802.16
2017-05-18,1887.33
2017-05-19,1968.1
2017-05-20,2051.73
2017-05-21,2055.62
2017-05-22,2139.03
2017-05-23,2291.48
2017-05-24,2476.3
2017-05-25,2357.5
2017-05-26,2247.48
2017-05-27,2106.31
2017-05-28,2207.58
2017-05-29,2289.87
2017-05-30,2197.23
2017-05-31,2330.23
2017-06-01,2452.18
2017-06-02,2517.41
2017-06-03,2555.65
2017-06-04,2552.81
2017-06-05,2736.59
2017-06-06,2914.08
2017-06-07,2694.22
2017-06-08,2825.03
2017-06-09,2826.7
2017-06-10,2942.34
2017-06-11,3018.54
2017-06-12,2682.59
2017-06-13,2738.93
2017-06-14,2494.48
2017-06-15,2456.92
2017-06-16,2528.1
2017-06-17,2664
2017-06-18,2576.17
2017-06-19,2641.66
2017-06-20,2778.83
2017-06-21,2712.16
2017-06-22,2740.79
2017-06-23,2738.22
2017-06-24,2619.12
2017-06-25,2594.45
2017-06-26,2485.36
